occurrence_no,identified_name,identified_rank,accepted_name,accepted_rank,early_interval,max_ma,min_ma,ref_pubyr,phylum,class,order,family,genus,lng,lat,state,county,paleolng,paleolat,geoplate,cc,lithdescript,lithology1,lithadj1,lithification1,environment,tectonic_setting,geology_comments,assembl_comps,pres_mode,collection_type,taxonomy_comments,taxon_environment,motility,vision,diet,genus
111214,Lissatrypa cf. lenticulata,species,Lissatrypa,genus,Lochkovian,419.2,410.8,1965,Brachiopoda,Rhynchonellata,Atrypida,Lissatrypidae,Lissatrypa,144.766663,-36.766666,Victoria,Redcastle,123.73,-26.51,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,stationary,blind,suspension feeder,Lissatrypa
111215,Rugosa indet.,subclass,Rugosa,subclass,Lochkovian,419.2,410.8,1965,Cnidaria,Anthozoa,,,,144,-37,Victoria,Dargile,123.12,-26.88,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,suspension feeder,
111216,Dalmanellacea indet.,superfamily,Dalmanellacea,superfamily,Lochkovian,419.2,410.8,1965,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,Protremata,,,144,-37,Victoria,Dargile,123.12,-26.88,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,,,,
111217,Rhynchonellidae indet.,family,Rhynchonellidae,family,Lochkovian,419.2,410.8,1965,Brachiopoda,Rhynchonellata,Rhynchonellida,Rhynchonellidae,,144,-37,Victoria,Dargile,123.12,-26.88,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,stationary,blind,suspension feeder,
111218,Lissatrypa sp.,genus,Lissatrypa,genus,Lochkovian,419.2,410.8,1965,Brachiopoda,Rhynchonellata,Atrypida,Lissatrypidae,Lissatrypa,144,-37,Victoria,Dargile,123.12,-26.88,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,stationary,blind,suspension feeder,Lissatrypa
111219,Howellella sp.,genus,Howellella,genus,Lochkovian,419.2,410.8,1965,Brachiopoda,Rhynchonellata,Spiriferida,Delthyrididae,Howellella,144,-37,Victoria,Dargile,123.12,-26.88,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,stationary,blind,suspension feeder,Howellella
111220,Leptostrophia sp. ?,genus,Leptostrophia,genus,Lochkovian,419.2,410.8,1965,Brachiopoda,Strophomenata,Strophomenida,Leptostrophiidae,Leptostrophia,151.016663,-34.083332,Victoria,Heathcote,128.54,-22.77,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,stationary,blind,suspension feeder,Leptostrophia
111221,cf. Straelenia sp.,genus,Rhynchonellida,order,Lochkovian,419.2,410.8,1965,Brachiopoda,Rhynchonellata,Rhynchonellida,,,151.016663,-34.083332,Victoria,Heathcote,128.54,-22.77,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,stationary,blind,suspension feeder,
111222,Rhynchonellidae indet.,family,Rhynchonellidae,family,Lochkovian,419.2,410.8,1965,Brachiopoda,Rhynchonellata,Rhynchonellida,Rhynchonellidae,,151.016663,-34.083332,Victoria,Heathcote,128.54,-22.77,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,stationary,blind,suspension feeder,
111223,Tentaculites sp.,genus,Tentaculites,genus,Lochkovian,419.2,410.8,1965,Lophotrochozoa,NO_CLASS_SPECIFIED,Tentaculitida,Tentaculitidae,Tentaculites,151.016663,-34.083332,Victoria,Heathcote,128.54,-22.77,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,facultatively mobile,,suspension feeder,Tentaculites
111224,Trimerus sp.,genus,Trimerus,genus,Lochkovian,419.2,410.8,1965,Arthropoda,Trilobita,Phacopida,Homalonotidae,Trimerus,151.016663,-34.083332,Victoria,Heathcote,128.54,-22.77,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,marine,fast-moving,well-developed,carnivore,Trimerus
111225,Pleurodictyum megastoma,species,Pleurodictyum,genus,Lochkovian,419.2,410.8,1965,Cnidaria,Anthozoa,Favositida,Micheliniidae,Pleurodictyum,144,-37,Victoria,Dargile,123.12,-26.88,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,"suspension feeder, photosymbiotic",Pleurodictyum
111226,Rhynchonellidae indet.,family,Rhynchonellidae,family,Lochkovian,419.2,410.8,1965,Brachiopoda,Rhynchonellata,Rhynchonellida,Rhynchonellidae,,144,-37,Victoria,Dargile,123.12,-26.88,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,stationary,blind,suspension feeder,
111227,Rhynchonellidae indet.,family,Rhynchonellidae,family,Lochkovian,419.2,410.8,1965,Brachiopoda,Rhynchonellata,Rhynchonellida,Rhynchonellidae,,144.766663,-36.766666,Victoria,Redcastle,123.73,-26.51,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,stationary,blind,suspension feeder,
111228,Lissatrypa cf. lenticulata,species,Lissatrypa,genus,Lochkovian,419.2,410.8,1965,Brachiopoda,Rhynchonellata,Atrypida,Lissatrypidae,Lissatrypa,144.766663,-36.766666,Victoria,Redcastle,123.73,-26.51,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,stationary,blind,suspension feeder,Lissatrypa
111229,Favosites sp. ?,genus,Favosites,genus,Lochkovian,419.2,410.8,1965,Cnidaria,Anthozoa,Favositida,Favositidae,Favosites,144.766663,-36.766666,Victoria,Redcastle,123.73,-26.51,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,"suspension feeder, photosymbiotic",Favosites
111230,Dalmanellacea indet.,superfamily,Dalmanellacea,superfamily,Lochkovian,419.2,410.8,1965,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,Protremata,,,144.766663,-36.766666,Victoria,Redcastle,123.73,-26.51,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,,,,
111231,Notoconchidium thomasi,species,Notoconchidium,genus,Lochkovian,419.2,410.8,1965,Brachiopoda,Rhynchonellata,Rhynchonellida,Hebetoechiidae,Notoconchidium,144.766663,-36.766666,Victoria,Redcastle,123.73,-26.51,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,stationary,blind,suspension feeder,Notoconchidium
111232,Molongia n. sp. sp.,genus,Molongia,genus,Lochkovian,419.2,410.8,1965,Brachiopoda,Rhynchonellata,Athyridida,Retziellidae,Molongia,144.766663,-36.766666,Victoria,Redcastle,123.73,-26.51,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,stationary,blind,suspension feeder,Molongia
111233,Lissatrypa cf. lenticulata,species,Lissatrypa,genus,Lochkovian,419.2,410.8,1965,Brachiopoda,Rhynchonellata,Atrypida,Lissatrypidae,Lissatrypa,144.766663,-36.766666,Victoria,Redcastle,123.73,-26.51,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,stationary,blind,suspension feeder,Lissatrypa
111234,Actinopteria sp. ?,genus,Actinopteria,genus,Lochkovian,419.2,410.8,1965,Mollusca,Bivalvia,Ostreida,Pterineidae,Actinopteria,144.766663,-36.766666,Victoria,Redcastle,123.73,-26.51,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,"marine,brackish","stationary, attached",blind,suspension feeder,Actinopteria
111235,Goniophora sp.,genus,Goniophora,genus,Lochkovian,419.2,410.8,1965,Mollusca,Bivalvia,Modiomorphida,Modiomorphidae,Goniophora,144.766663,-36.766666,Victoria,Redcastle,123.73,-26.51,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,stationary,blind,suspension feeder,Goniophora
111236,Dalmanellacea indet.,superfamily,Dalmanellacea,superfamily,Lochkovian,419.2,410.8,1965,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,Protremata,,,144.766663,-36.766666,Victoria,Redcastle,123.73,-26.51,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,,,,
111237,Rhynchonellidae indet.,family,Rhynchonellidae,family,Lochkovian,419.2,410.8,1965,Brachiopoda,Rhynchonellata,Rhynchonellida,Rhynchonellidae,,144.766663,-36.766666,Victoria,Redcastle,123.73,-26.51,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,stationary,blind,suspension feeder,
111238,Atrypa sp.,genus,Atrypa,genus,Lochkovian,419.2,410.8,1965,Brachiopoda,Rhynchonellata,Atrypida,Atrypidae,Atrypa,144.766663,-36.766666,Victoria,Redcastle,123.73,-26.51,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,stationary,blind,suspension feeder,Atrypa
111239,Lissatrypa cf. lenticulata,species,Lissatrypa,genus,Lochkovian,419.2,410.8,1965,Brachiopoda,Rhynchonellata,Atrypida,Lissatrypidae,Lissatrypa,144.766663,-36.766666,Victoria,Redcastle,123.73,-26.51,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,,stationary,blind,suspension feeder,Lissatrypa
111240,Leiopteria sp.,genus,Leptodesma (Leiopteria),subgenus,Lochkovian,419.2,410.8,1965,Mollusca,Bivalvia,Ostreida,Pterineidae,Leptodesma (Leiopteria),144.766663,-36.766666,Victoria,Redcastle,123.73,-26.51,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,"marine,brackish","stationary, attached",blind,suspension feeder,Leptodesma (Leiopteria)
111241,Actinopteria sp.,genus,Actinopteria,genus,Lochkovian,419.2,410.8,1965,Mollusca,Bivalvia,Ostreida,Pterineidae,Actinopteria,144.766663,-36.766666,Victoria,Redcastle,123.73,-26.51,801,AU,"leached coarse sandstone, at times conglomeratic",sandstone,,,marine indet.,,,,,biostratigraphic,,"marine,brackish","stationary, attached",blind,suspension feeder,Actinopteria
111612,Cyathophyllum n. sp. sentum,species,Cyathophyllum,genus,Givetian,387.7,382.7,1969,Cnidaria,Anthozoa,Stauriida,Cyathophyllidae,Cyathophyllum,147,-20,Queensland,,131.75,-17.25,801,AU,the present collections are from two stratigraphic units: the ukalunda beds and conglomerate at the base of the overlying drummond group.  the corals in the latter are found in limestone pebbles in the conglomerate and it is assumed that the pebbles were derived from an older limestone.,"""limestone""",,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,suspension feeder,Cyathophyllum
111613,Ceratophyllum sp.,genus,Ceratophyllum,genus,Givetian,387.7,382.7,1969,Cnidaria,Anthozoa,Stauriida,Disphyllidae,Ceratophyllum,147,-20,Queensland,,131.75,-17.25,801,AU,the present collections are from two stratigraphic units: the ukalunda beds and conglomerate at the base of the overlying drummond group.  the corals in the latter are found in limestone pebbles in the conglomerate and it is assumed that the pebbles were derived from an older limestone.,"""limestone""",,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,suspension feeder,Ceratophyllum
111614,Gurievskiella n. sp. talenti,species,Gurievskiella,genus,Givetian,387.7,382.7,1969,Cnidaria,Anthozoa,Stauriida,Disphyllidae,Gurievskiella,147,-20,Queensland,,131.75,-17.25,801,AU,the present collections are from two stratigraphic units: the ukalunda beds and conglomerate at the base of the overlying drummond group.  the corals in the latter are found in limestone pebbles in the conglomerate and it is assumed that the pebbles were derived from an older limestone.,"""limestone""",,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,suspension feeder,Gurievskiella
111615,Temnophyllum sp. ?,genus,Temnophyllum,genus,Givetian,387.7,382.7,1969,Cnidaria,Anthozoa,Stauriida,Disphyllidae,Temnophyllum,147,-20,Queensland,,131.75,-17.25,801,AU,the present collections are from two stratigraphic units: the ukalunda beds and conglomerate at the base of the overlying drummond group.  the corals in the latter are found in limestone pebbles in the conglomerate and it is assumed that the pebbles were derived from an older limestone.,"""limestone""",,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,suspension feeder,Temnophyllum
111616,Plasmophyllum n. sp. magnivesiculosum,species,Plasmophyllum,genus,Givetian,387.7,382.7,1969,Cnidaria,Anthozoa,Stauriida,Lykophyllidae,Plasmophyllum,147,-20,Queensland,,131.75,-17.25,801,AU,the present collections are from two stratigraphic units: the ukalunda beds and conglomerate at the base of the overlying drummond group.  the corals in the latter are found in limestone pebbles in the conglomerate and it is assumed that the pebbles were derived from an older limestone.,"""limestone""",,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,suspension feeder,Plasmophyllum
111617,Rhizophyllum n. sp. ukalundense,species,Rhizophyllum,genus,Givetian,387.7,382.7,1969,Cnidaria,Anthozoa,Cystiphyllida,Goniophyllidae,Rhizophyllum,147,-20,Queensland,,131.75,-17.25,801,AU,the present collections are from two stratigraphic units: the ukalunda beds and conglomerate at the base of the overlying drummond group.  the corals in the latter are found in limestone pebbles in the conglomerate and it is assumed that the pebbles were derived from an older limestone.,"""limestone""",,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,suspension feeder,Rhizophyllum
111618,Calceola sandalina,species,Calceola sandalina,species,Givetian,387.7,382.7,1969,Cnidaria,Anthozoa,Cystiphyllida,Goniophyllidae,Calceola,147,-20,Queensland,,131.75,-17.25,801,AU,the present collections are from two stratigraphic units: the ukalunda beds and conglomerate at the base of the overlying drummond group.  the corals in the latter are found in limestone pebbles in the conglomerate and it is assumed that the pebbles were derived from an older limestone.,"""limestone""",,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,suspension feeder,Calceola
111619,Squameofavosites bryani,species,Squameofavosites,genus,Givetian,387.7,382.7,1969,Cnidaria,Anthozoa,Favositida,Favositidae,Squameofavosites,147,-20,Queensland,,131.75,-17.25,801,AU,the present collections are from two stratigraphic units: the ukalunda beds and conglomerate at the base of the overlying drummond group.  the corals in the latter are found in limestone pebbles in the conglomerate and it is assumed that the pebbles were derived from an older limestone.,"""limestone""",,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,"suspension feeder, photosymbiotic",Squameofavosites
111620,Squameofavosites nitidus,species,Squameofavosites,genus,Givetian,387.7,382.7,1969,Cnidaria,Anthozoa,Favositida,Favositidae,Squameofavosites,147,-20,Queensland,,131.75,-17.25,801,AU,the present collections are from two stratigraphic units: the ukalunda beds and conglomerate at the base of the overlying drummond group.  the corals in the latter are found in limestone pebbles in the conglomerate and it is assumed that the pebbles were derived from an older limestone.,"""limestone""",,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,"suspension feeder, photosymbiotic",Squameofavosites
111621,Thamnopora sp. ?,genus,Thamnopora,genus,Givetian,387.7,382.7,1969,Cnidaria,Anthozoa,Favositida,Pachyporidae,Thamnopora,147,-20,Queensland,,131.75,-17.25,801,AU,the present collections are from two stratigraphic units: the ukalunda beds and conglomerate at the base of the overlying drummond group.  the corals in the latter are found in limestone pebbles in the conglomerate and it is assumed that the pebbles were derived from an older limestone.,"""limestone""",,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,"suspension feeder, photosymbiotic",Thamnopora
111622,Cladopora sp.,genus,Cladopora,genus,Givetian,387.7,382.7,1969,Cnidaria,Anthozoa,Favositida,Pachyporidae,Cladopora,147,-20,Queensland,,131.75,-17.25,801,AU,the present collections are from two stratigraphic units: the ukalunda beds and conglomerate at the base of the overlying drummond group.  the corals in the latter are found in limestone pebbles in the conglomerate and it is assumed that the pebbles were derived from an older limestone.,"""limestone""",,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,"suspension feeder, photosymbiotic",Cladopora
111623,Alveolites cf. stamineus,species,Alveolites,genus,Givetian,387.7,382.7,1969,Cnidaria,Anthozoa,Favositida,Alveolitidae,Alveolites,147,-20,Queensland,,131.75,-17.25,801,AU,the present collections are from two stratigraphic units: the ukalunda beds and conglomerate at the base of the overlying drummond group.  the corals in the latter are found in limestone pebbles in the conglomerate and it is assumed that the pebbles were derived from an older limestone.,"""limestone""",,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,"suspension feeder, photosymbiotic",Alveolites
111624,Pseudoplasmopora cf. gippslandica,species,Pseudoplasmopora,genus,Givetian,387.7,382.7,1969,Cnidaria,Anthozoa,Heliolitida,Pseudoplasmoporidae,Pseudoplasmopora,147,-20,Queensland,,131.75,-17.25,801,AU,the present collections are from two stratigraphic units: the ukalunda beds and conglomerate at the base of the overlying drummond group.  the corals in the latter are found in limestone pebbles in the conglomerate and it is assumed that the pebbles were derived from an older limestone.,"""limestone""",,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,"suspension feeder, photosymbiotic",Pseudoplasmopora
111625,Cyathophyllum n. sp. pannosum,species,Cyathophyllum,genus,Couvinien,409.1,382.7,1969,Cnidaria,Anthozoa,Stauriida,Cyathophyllidae,Cyathophyllum,147,-20,Queensland,,128.42,-16.58,801,AU,the present collections are from two stratigraphic units: the ukalunda beds and conglomerate at the base of the overlying drummond group. the corals in the latter are found in limestone pebbles in the conglomerate and it is assumed that the pebbles were derived from an older limestone.,"""limestone""",,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,suspension feeder,Cyathophyllum
111626,Ceratophyllum sp.,genus,Ceratophyllum,genus,Couvinien,409.1,382.7,1969,Cnidaria,Anthozoa,Stauriida,Disphyllidae,Ceratophyllum,147,-20,Queensland,,128.42,-16.58,801,AU,the present collections are from two stratigraphic units: the ukalunda beds and conglomerate at the base of the overlying drummond group. the corals in the latter are found in limestone pebbles in the conglomerate and it is assumed that the pebbles were derived from an older limestone.,"""limestone""",,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,suspension feeder,Ceratophyllum
111627,Gurievskiella n. sp. talenti,species,Gurievskiella,genus,Couvinien,409.1,382.7,1969,Cnidaria,Anthozoa,Stauriida,Disphyllidae,Gurievskiella,147,-20,Queensland,,128.42,-16.58,801,AU,the present collections are from two stratigraphic units: the ukalunda beds and conglomerate at the base of the overlying drummond group. the corals in the latter are found in limestone pebbles in the conglomerate and it is assumed that the pebbles were derived from an older limestone.,"""limestone""",,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,suspension feeder,Gurievskiella
111628,Plasmophyllum n. sp. magnivesiculosum,species,Plasmophyllum,genus,Couvinien,409.1,382.7,1969,Cnidaria,Anthozoa,Stauriida,Lykophyllidae,Plasmophyllum,147,-20,Queensland,,128.42,-16.58,801,AU,the present collections are from two stratigraphic units: the ukalunda beds and conglomerate at the base of the overlying drummond group. the corals in the latter are found in limestone pebbles in the conglomerate and it is assumed that the pebbles were derived from an older limestone.,"""limestone""",,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,suspension feeder,Plasmophyllum
111629,Favosites cf. goldfussi,species,Favosites goldfussi,species,Couvinien,409.1,382.7,1969,Cnidaria,Anthozoa,Favositida,Favositidae,Favosites,147,-20,Queensland,,128.42,-16.58,801,AU,the present collections are from two stratigraphic units: the ukalunda beds and conglomerate at the base of the overlying drummond group. the corals in the latter are found in limestone pebbles in the conglomerate and it is assumed that the pebbles were derived from an older limestone.,"""limestone""",,,marine indet.,,,,,biostratigraphic,,,"stationary, attached",blind,"suspension feeder, photosymbiotic",Favosites
